"","priority","level","theme","module","indicator","index","type","name","label_english","label_french","hint_english","hint_french","calculation","required","relevant","constraint","default","repeat_count","constraint_message_english","constraint_message_french","appearance","choice_filter","parameters","dataset","function_to_compose","r_package"
"257","2","main","Cash & markets","Expenditure","Household expenditures in the 6 months prior to data collection, by amount and % per type",393,"select_multiple l_cm_expenditure_infrequent","cm_expenditure_infrequent","Out of the following categories of items and services for domestic consumption, on which ones did your household spend any money over the last 6 months?","Parmi les catégories suivantes d'articles et de services destinés à la consommation domestique, quelles sont celles pour lesquelles votre ménage a dépensé de l'argent au cours des six derniers mois ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2","main","Cash & markets","Expenditure","Household expenditures in the 6 months prior to data collection, by amount and % per type",394,"note","cm_expenditure_infrequent_note","During the past 6 months, how much did your household spend, in local currency, on each of the following categories of items and services for domestic consumption? 

For each, please estimate the total amount spent by your household using all modalities (cash, credit, mobile money, etc.).","Au cours des six derniers mois, combien votre ménage a-t-il dépensé, en monnaie locale, pour chacune des catégories suivantes d'articles et de services destinés à la consommation domestique ? 

Pour chaque catégorie, veuillez estimer le montant total dépensé par votre ménage, toutes modalités confondues (argent liquide, crédit, argent mobile, etc.).",NA,NA,NA,"TRUE",NA,"not((selected(., 'dnk') or selected(., 'none') or selected(., 'pnta')) and count-selected(.) > 1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2","main","Cash & markets","Expenditure","Household expenditures in the 6 months prior to data collection, by amount and % per type",395,"integer","cm_expenditure_infrequent_shelter","1. Shelter maintenance or repair","1. Entretien ou réparation d'abris",NA,NA,NA,"TRUE","selected(${cm_expenditure_infrequent}, 'shelter')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"260","2","main","Cash & markets","Expenditure","Household expenditures in the 6 months prior to data collection, by amount and % per type",396,"integer","cm_expenditure_infrequent_nfi","2. Non-food household items for infrequent purchase (blankets, cooking pots, clothing, etc.)","2. Articles ménagers non alimentaires destinés à des achats peu fréquents (couvertures, casseroles, vêtements, etc.)",NA,NA,NA,"TRUE","selected(${cm_expenditure_infrequent}, 'nfi')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"261","2","main","Cash & markets","Expenditure","Household expenditures in the 6 months prior to data collection, by amount and % per type",397,"integer","cm_expenditure_infrequent_health","3. Health-related expenditures (healthcare, medicine, etc.)","3. Dépenses liées à la santé (soins de santé, médicaments, etc.)",NA,NA,NA,"TRUE","selected(${cm_expenditure_infrequent}, 'health')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"262","2","main","Cash & markets","Expenditure","Household expenditures in the 6 months prior to data collection, by amount and % per type",398,"integer","cm_expenditure_infrequent_education","4. Education-related expenditures (school fees, supplies, uniforms, etc.)","4. Dépenses liées à l'éducation (frais de scolarité, fournitures, uniformes, etc.)",NA,NA,NA,"TRUE","selected(${cm_expenditure_infrequent}, 'education')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"263","2","main","Cash & markets","Expenditure","Household expenditures in the 6 months prior to data collection, by amount and % per type",399,"integer","cm_expenditure_infrequent_debt","5. Debt repayment","5. Remboursement d'une dette",NA,NA,NA,"TRUE","selected(${cm_expenditure_infrequent}, 'debt')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"264","2","main","Cash & markets","Expenditure","Household expenditures in the 6 months prior to data collection, by amount and % per type",400,"integer","cm_expenditure_infrequent_other","6. All other infrequent expenditures (please specify)","6. Toutes les autres dépenses peu fréquentes (préciser)",NA,NA,NA,"TRUE","selected(${cm_expenditure_infrequent}, 'other')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"265","1","main",NA,NA,NA,NA,"end_group","cm","Cash & Markets","Cash & marchés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","1","main",NA,NA,NA,NA,"begin_group","health","Health","Santé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","1","main",NA,NA,NA,NA,"note","health_note","This next section will ask questions about access to healthcare, for you and the members of your household.","La section suivante s'intéresse à votre accès à des soins de santé, pour vous et les membres du ménage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","1","loop",NA,NA,NA,NA,"begin_repeat","health_ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"${hh_size}",NA,NA,NA,NA,NA,NA,NA,NA
"269","1","loop",NA,NA,NA,NA,"calculate","health_ind_pos",NA,NA,NA,NA,"position(..)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","1","loop",NA,NA,NA,NA,"calculate","health_person_id",NA,NA,NA,NA,"indexed-repeat(${person_id}, ${roster}, ${health_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","1","loop",NA,NA,NA,NA,"calculate","health_ind_age",NA,NA,NA,NA,"indexed-repeat(${ind_age}, ${roster}, ${health_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","1","loop",NA,NA,NA,NA,"calculate","health_ind_gender",NA,NA,NA,NA,"indexed-repeat(${ind_gender}, ${roster}, ${health_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","1","loop","Health","Health - core individual","% of individuals with an health care need",273,"select_one l_yn_dnk_pnta","health_ind_healthcare_needed","During the last 3 months, did person of age: ${health_ind_age} and gender: ${health_ind_gender} have a health problem and needed to access health care?","Au cours des 3 derniers mois, la personne d'âge: ${health_ind_age} et de genre: ${health_ind_gender} a-t-elle eu un problème de santé et a-t-elle eu besoin d’accéder à des soins de santé ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","1","loop","Health","Health - core individual","% of individuals with an unmet health care need",275,"select_one l_yn_dnk_pnta","health_ind_healthcare_received","If yes, was person of age: ${health_ind_age} and gender: ${health_ind_gender} able to obtain health care when they felt they needed it?","Si oui, la personne d'âge: ${health_ind_age} et de genre: ${health_ind_gender}  a-t-elle pu obtenir des soins de santé lorsqu'elle en a ressenti le besoin ?","Do not count people who delayed or prolonged accessing health care, but ultimately received it. Visiting a pharmacy or traditional healer does not count as having a need met.","Ne comptez pas les personnes qui ont retardé ou prolongé l'accès aux soins de santé, mais qui les ont finalement reçus. Le fait de se rendre dans une pharmacie ou chez un guérisseur traditionnel n'est pas considéré comme une réponse à un besoin.",NA,"TRUE","selected(${health_ind_healthcare_needed},'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","1","loop","Health","Health - core individual","% of individuals with an health care need, by type of health care",274,"select_multiple l_health_ind_healthcare_needed_type","health_ind_healthcare_needed_type","What was the health care need?","Quel était le besoin de soins de santé ?",NA,NA,NA,"TRUE","selected(${health_ind_healthcare_needed},'yes')","not((selected(., 'dnk') or selected(., 'pnta')) and count-selected(.) > 1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","1","loop","Health","Health - core individual","% of individuals with an health care need, by type of health care",274,"text","other_health_ind_healthcare_needed_type","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${health_ind_healthcare_needed_type},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","1","loop",NA,NA,NA,NA,"end_repeat","health_ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","1","main","Health","Distance to health facility","% of households by travel time to access primary healthcare facility",279,"integer","health_facility_time","How long (in minutes) does it take anyone from your household to get to the nearest, functional health facility by your normal mode of transportation?","Combien de temps (en minutes) faut-il à un membre de votre ménage pour se rendre à l'établissement de santé fonctionnel le plus proche en utilisant votre mode de transport habituel ?",NA,NA,NA,"TRUE",NA,". > 0 or . = -999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","1","main",NA,NA,NA,NA,"end_group","cm","Cash & Markets","Cash & marchés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","1","loop",NA,NA,NA,NA,"begin_group","nutrition","Nutrition","Nutrition",NA,NA,NA,NA,"${ind_age_0_5_n} >= 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","1","loop",NA,NA,NA,NA,"note","nut_ind_note","This next section will ask questions about nutrition of your children.","La section suivante s'intéresse à la nutrition de vos enfants.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","1","loop",NA,NA,NA,NA,"begin_repeat","nut_ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"${hh_size}",NA,NA,NA,NA,NA,NA,NA,NA
"283","1","loop",NA,NA,NA,NA,"calculate","nut_ind_pos",NA,NA,NA,NA,"position(..)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","1","loop",NA,NA,NA,NA,"calculate","nut_person_id",NA,NA,NA,NA,"indexed-repeat(${person_id}, ${roster}, ${nut_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","1","loop",NA,NA,NA,NA,"calculate","nut_ind_age",NA,NA,NA,NA,"indexed-repeat(${ind_age}, ${roster}, ${nut_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","1","loop",NA,NA,NA,NA,"calculate","nut_ind_gender",NA,NA,NA,NA,"indexed-repeat(${ind_gender}, ${roster}, ${nut_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","1","loop",NA,NA,NA,NA,"calculate","nut_ind_age_0_4",NA,NA,NA,NA,"indexed-repeat(${ind_age_0_4}, ${roster}, ${nut_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","1","loop",NA,NA,NA,NA,"calculate","nut_ind_age_under1",NA,NA,NA,NA,"indexed-repeat(${ind_age_under1}, ${roster}, ${nut_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","1","loop",NA,NA,NA,NA,"calculate","nut_ind_age_vitamina",NA,NA,NA,NA,"if((${nut_ind_age} > 0 and ${nut_ind_age} <= 5) or (${nut_ind_age} = 0 and (selected(${nut_ind_age_under1}, ""6"") or selected(${nut_ind_age_under1}, ""7"") or selected(${nut_ind_age_under1}, ""8"") or selected(${nut_ind_age_under1}, ""9"") or selected(${nut_ind_age_under1}, ""10"") or selected(${nut_ind_age_under1}, ""11""))), 1, 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","1","loop",NA,NA,NA,NA,"calculate","nut_ind_age_deworming",NA,NA,NA,NA,"if((${nut_ind_age} > 0 and ${nut_ind_age} <= 5) or (${nut_ind_age} = 0 and (selected(${nut_ind_age_under1}, ""9"") or selected(${nut_ind_age_under1}, ""10"") or selected(${nut_ind_age_under1}, ""11""))), 1, 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","1","loop","Nutrition","Nutrition - core individual","% of children under-5 years of age sick in the last two weeks as reported by primary caregiver",191,"select_one l_yn_dnk_pnta","nut_ind_under5_sick_yn","Has child of age: ${nut_ind_age} and gender: ${nut_ind_gender} been sick in the last two weeks?","L'enfant d'âge: ${nut_ind_age} et de genre: ${nut_ind_gender} a-t-il/elle été malade au cours des deux dernières semaines ?",NA,NA,NA,"TRUE","${nut_ind_age_0_4} = 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","1","loop","Nutrition","Nutrition - core individual","% of children under-5 years of age sick in the last two weeks as reported by primary caregiver, by symptom",192,"select_multiple l_nut_ind_under5_sick_symptoms","nut_ind_under5_sick_symptoms","If so, what symptoms?","Si oui, quels étaient les symptômes ?",NA,NA,NA,"TRUE","selected(${nut_ind_under5_sick_yn}, 'yes')","not((selected(., 'dnk') or selected(., 'pnta')) and count-selected(.) > 1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
